id,subscriber_id,sim_card_number,imsi_number,imei_number,call_type,service_type,direction,roaming_status,caller_number,receiver_number,country_code,call_start_time,call_end_time,call_duration_seconds,message_content,message_length,data_volume_mb,data_session_duration_seconds,cell_tower_id,location_latitude,location_longitude,location_area_code,region,city,network_type,network_provider,signal_strength_dbm,cost,currency,created_at,updated_at
682161.0,122f7fd2-44fc-4cd0-be74-afda1c177b70,8930279946826624054,726126379623652,209744232460813,data,prepaid,incoming,False,234807825935,234547857076,+234,2025-02-13 07:08:09,2025-02-13 07:23:11,0.0,,0.0,478.14,1782.0,CT-4866,-88.2024315,112.242921,263-070,Wyoming,Staceyberg,2G,Glo,-53.0,,NGN,2025-02-13 07:08:09,2025-02-13 07:23:11
762458.0,e5920ff0-ad38-4f79-a0d0-db751e282f87,8930681799826935201,841934385383073,090066110074603,voice,prepaid,outgoing,True,234763981026,ERROR9857,,2025-02-02 03:38:36,,289.0,,0.0,0.0,0.0,CT-8361,-82.8457265,119.837553,568-459,South Dakota,Amandaland,5G,MTN,-117.0,5.6,USD,2025-02-02 03:38:36,2025-02-02 03:43:25
549042.0,d891e5d1-5b6e-47f7-a53e-3d125f31ba54,8930051544142036263,617487956373875,136839100823503,sms,,incoming,False,234593872225,234950084388,+234,2025-01-02 04:53:04,2025-01-02 05:13:16,0.0,"Here room road old. Six establish drop interesting.
Fact sense dream item. Space goal fact. Accept view magazine.",47.0,0.0,,CT-8590,-49.6444565,88.867870,290-762,Montana,Port Curtischester,3G,9mobile,-99.0,7.4,NGN,,
426800.0,cce61622-26b4-43d6-b558-8dac47d33442,8930207898146821537,219711929884192,389732289605751,sms,postpaid,outgoing,False,234047861759,234922039487,+234,2025-01-29 20:28:27,2025-01-29 21:01:36,0.0,Opportunity enjoy actually stage dog opportunity. Chance management next.,83.0,0.0,0.0,CT-8677,-56.2426625,-33.682389,053-782,Delaware,Bernardborough,5G,Airtel,-62.0,7.22,USD,2025-01-29 20:28:27,2025-01-29 21:01:36
382908.0,9d74fc08-47e5-4282-8625-18562d2a4f8b,8930582678532088038,280048133776704,391506424163119,voice,postpaid,incoming,False,234963238124,234703012408,+234,2025-01-31 18:54:44,2025-01-31 19:12:40,1076.0,,0.0,0.0,0.0,CT-0295,-29.3328355,146.049670,943-320,Idaho,West Monica,4G,MTN,-116.0,3.03,USD,2025-01-31 18:54:44,2025-01-31 19:12:40
111999.0,699095af-ee30-41ae-b116-76dc12a1f32c,8930325017796492664,240599071659698,138443412618051,data,postpaid,incoming,False,234830350177,234761553906,+234,2025-02-05 05:21:07,2025-02-05 05:26:49,0.0,,0.0,72.4,2383.0,CT-5482,52.7712455,-166.328049,062-643,Vermont,West Thomas,4G,9mobile,-79.0,8.28,NGN,2025-02-05 05:21:07,2025-02-05 05:26:49
958936.0,052f562a-7757-4dc8-9ac2-336088b7650a,8930754213414937089,847696666650659,894445861779467,data,prepaid,incoming,False,,234046344628,,2025-01-09 23:31:13,2025-01-09 23:39:57,,,0.0,304.37,2818.0,CT-8475,49.244466,-151.982442,003-929,Nevada,Lake Michael,2G,MTN,-61.0,,USD,2025-01-09 23:31:13,2025-01-09 23:39:57
511995.0,935e7464-b082-4872-ac6e-e4a11cac8cea,8930692613627569148,993167343076937,607534710782082,sms,prepaid,incoming,False,234662881474,234673194139,+234,2025-03-17 07:35:45,2025-03-17 08:28:27,0.0,Enter measure maintain song able. Despite bag community Republican any close senior.,110.0,0.0,0.0,CT-8428,28.5779755,-154.199785,068-911,Alaska,Stephensonville,5G,Airtel,-116.0,7.78,USD,2025-03-17 07:35:45,2025-03-17 08:28:27
519304.0,d8f38393-e0ba-43e5-8a67-2f16ba52eb2e,8930598622394109618,245427325597569,005925495360624,voice,postpaid,outgoing,True,234831758172,234333857320,+234,2025-01-30 06:02:02,2025-01-30 06:16:57,895.0,,0.0,0.0,0.0,CT-1853,87.9996225,-55.581164,918-520,Kentucky,Lake Robertmouth,3G,MTN,-71.0,0.73,USD,2025-01-30 06:02:02,2025-01-30 06:16:57
449840.0,b705f965-bab1-4ad6-911c-f2f50c18e396,8930133618294911148,690826146922571,187182736048009,voice,postpaid,incoming,True,234426325653,234633226315,+234,2025-03-24 10:55:53,2025-03-24 11:32:42,2209.0,,0.0,0.0,0.0,CT-4660,5.2781535,-23.787345,536-304,New Jersey,Lake Bradtown,2G,Airtel,-116.0,5.94,NGN,2025-03-24 10:55:53,2025-03-24 11:32:42
340712.0,7538f084-4b8c-4df1-9cd3-e89cc26e8af6,8930392538156954998,149120056091938,863179881556449,voice,postpaid,outgoing,True,234360024686,234210320755,+234,2025-02-25 13:03:23,2025-02-25 13:45:11,2508.0,,0.0,0.0,0.0,CT-6159,-82.017420,-33.818506,447-221,Colorado,Port Wesley,3G,Airtel,-119.0,4.87,USD,2025-02-25 13:03:23,2025-02-25 13:45:11
736703.0,9c5dff87-4d9a-41a4-bd71-3131d3782487,8930563582264892634,929446860427978,498498471313642,voice,prepaid,outgoing,False,234575077633,234458733916,+234,2025-01-12 19:47:03,2025-01-12 19:58:17,674.0,,0.0,0.0,0.0,CT-6243,14.965812,-18.641338,296-351,Iowa,Lisatown,5G,Airtel,-86.0,1.34,USD,2025-01-12 19:47:03,2025-01-12 19:58:17
68293.0,b963794a-bb0b-4280-9153-0ba1e5f8daa2,8930811065380204963,438014849998472,075406724858239,,postpaid,outgoing,False,234487753784,234282075006,+234,2025-01-23 17:37:30,2025-01-23 17:54:33,0.0,,0.0,305.9,3564.0,CT-1967,54.1624605,-129.695322,872-313,Texas,,4G,9mobile,-113.0,6.41,NGN,2025-01-23 17:37:30,2025-01-23 17:54:33
721913.0,12887a4c-ac8b-41df-9461-184c6bc28e1d,8930200337920190105,746866990870838,099833583763541,data,prepaid,incoming,False,234712242825,234898855338,,2025-02-26 16:59:51,2025-02-26 17:32:24,0.0,,0.0,57.61,3399.0,CT-9222,-11.295938,-21.184725,912-847,,Donaldburgh,4G,9mobile,-57.0,0.91,USD,2025-02-26 16:59:51,2025-02-26 17:32:24
695394.0,7ec06015-30c0-4651-9e6c-b3feead335e8,8930131100835719653,803175289275016,895404902838575,data,postpaid,outgoing,True,234228329934,234023660973,+234,2025-03-06 15:35:40,2025-03-06 16:26:14,0.0,,0.0,87.53,3023.0,CT-9383,6.419401,121.236712,659-129,South Dakota,Michaelburgh,4G,Airtel,-95.0,8.38,NGN,2025-03-06 15:35:40,2025-03-06 16:26:14
685409.0,78bb8dbe-d7da-4ade-ae86-e22cd513ebb7,8930393184846415577,155940103973790,991597479906813,voice,prepaid,incoming,True,234256602115,234467416288,+234,2025-01-19 12:39:23,2025-01-19 12:54:57,934.0,,0.0,0.0,0.0,CT-1363,-85.288968,52.500479,725-140,North Dakota,Brownmouth,3G,Glo,-117.0,3.7,NGN,2025-01-19 12:39:23,2025-01-19 12:54:57
412279.0,67edcd40-ce53-453f-8b46-755f46a9262b,8930115800435878830,843359259196758,396444040658441,voice,postpaid,outgoing,True,234747121434,234141574291,+234,2025-01-11 14:01:23,2025-01-11 14:53:57,3154.0,,0.0,0.0,0.0,CT-0722,9.7932965,38.992699,991-374,South Carolina,South Davidberg,4G,Airtel,-103.0,8.35,NGN,2025-01-11 14:01:23,2025-01-11 14:53:57
422589.0,02a28793-22b5-4a26-b868-a3ddbcb62202,8930090204260407920,240932740699848,405325164719675,data,prepaid,incoming,True,ERROR4822,234376663673,+234,2025-01-22 12:35:24,2025-01-22 12:52:27,0.0,,0.0,95.09,1876.0,CT-7005,-54.7150135,120.519011,411-787,Maryland,Jenniferberg,2G,Glo,-92.0,3.34,USD,2025-01-22 12:35:24,2025-01-22 12:52:27
506406.0,569cfda0-74d1-4886-9ca7-b172aa1f7151,8930042366292864537,601602293795958,081674398403710,voice,prepaid,outgoing,False,234653474549,234562364095,+234,2025-03-14 21:01:16,2025-03-14 21:58:00,3404.0,,0.0,0.0,0.0,CT-1791,-48.8618425,-146.205985,920-028,Vermont,West Robert,2G,Glo,-102.0,6.52,USD,2025-03-14 21:01:16,2025-03-14 21:58:00
53890.0,a43f9631-f615-4f14-a424-3d9f67309689,8930417130206766256,165021243241461,779948674588924,sms,prepaid,outgoing,False,234343433303,234512846170,+234,2025-03-23 19:26:33,2025-03-23 19:36:28,0.0,Not pick job arm explain. Note home someone election. Expert together toward force others wrong.,57.0,0.0,0.0,CT-8883,79.8586645,58.504536,804-931,Montana,North Jennifer,5G,9mobile,-91.0,4.69,NGN,2025-03-23 19:26:33,2025-03-23 19:36:28
565640.0,c059e508-9788-4abe-88ac-ab17c29f9049,8930309992851686120,772615459807798,692024158878371,data,postpaid,outgoing,False,234325873251,ERROR8611,+234,2025-02-12 15:13:35,2025-02-12 15:30:18,,,0.0,234.5,1304.0,CT-6721,12.7069825,-163.168408,333-045,Florida,,5G,Airtel,-117.0,4.84,NGN,2025-02-12 15:13:35,2025-02-12 15:30:18
288720.0,001d8def-0fa3-4a4c-93ee-88ca6dec978b,8930281651864548828,,073436495121433,data,prepaid,outgoing,False,234864331231,234896187571,+234,2025-01-19 04:10:38,2025-01-19 04:25:57,0.0,,0.0,399.4,2579.0,CT-5077,-50.9245565,-16.317676,464-878,Alabama,New Ashley,3G,MTN,-89.0,3.97,USD,2025-01-19 04:10:38,2025-01-19 04:25:57
316102.0,60b9afe7-168c-49fb-b2e1-1fa8fabdbb2f,8930558884422907115,163572420295237,247263125723572,data,postpaid,incoming,True,234036245257,234660501711,+234,2025-03-04 23:46:15,2025-03-05 00:08:35,0.0,,0.0,300.45,2726.0,CT-8347,38.994790,33.963091,332-021,Mississippi,West Jesusborough,3G,Airtel,-81.0,7.24,NGN,2025-03-04 23:46:15,2025-03-05 00:08:35
45406.0,14219c5b-f6c7-4b61-b705-2f259e9d6595,8930584887359267615,584648723590861,198486287540090,sms,prepaid,incoming,False,234335578459,234699470275,+234,2025-01-31 09:28:03,2025-01-31 10:08:02,0.0,Weight mission claim knowledge shoulder. More mention recent really. Guy audience identify crime under.,62.0,,0.0,CT-9716,4.995702,149.667365,350-358,Arkansas,New Cody,4G,Airtel,-74.0,1.36,USD,2025-01-31 09:28:03,2025-01-31 10:08:02
825812.0,32e7e3e3-660e-4031-b03c-cc1e3ae0a3ab,8930693240647387959,969816545292152,805143680345898,sms,postpaid,outgoing,False,234319020464,234171329904,+234,2025-03-25 03:21:40,2025-03-25 03:50:34,0.0,Hold free policy collection analysis central apply. Series wind record tree physical. Become prove kind.,129.0,0.0,0.0,,55.597849,28.941811,182-636,Alaska,New Lawrence,5G,Glo,-59.0,6.3,NGN,2025-03-25 03:21:40,2025-03-25 03:50:34
881547.0,219a64c7-4ed2-4c76-949e-e18e01505ac1,8930005264569544338,825696460675531,773317403593919,sms,prepaid,outgoing,False,234265094795,ERROR0799,+234,2025-01-09 13:31:40,2025-01-09 14:28:51,0.0,Often machine field lose situation country. Moment set serious. Never same near feel anyone hour both.,17.0,0.0,0.0,CT-3736,-74.749659,144.077830,030-869,Delaware,North Johnchester,5G,9mobile,-113.0,8.97,USD,2025-01-09 13:31:40,2025-01-09 14:28:51
651060.0,b070d0ff-db4a-4b1d-ac66-020de95f8e4c,8930414397533371512,780442527283308,433034572848926,data,postpaid,incoming,False,234430334317,234314679794,+234,2025-04-12 17:27:21,2025-04-12 18:02:22,0.0,,0.0,75.88,2491.0,CT-0359,87.6527385,-129.845618,587-934,Montana,Rogersfort,3G,9mobile,-105.0,7.17,USD,2025-04-12 17:27:21,2025-04-12 18:02:22
307683.0,f3c6be35-987f-4fc6-9278-ab25a214a93e,8930105983461149490,331607341527934,350365907038375,data,prepaid,incoming,True,234117421160,234037156007,+234,2025-01-03 05:25:08,2025-01-03 06:24:53,0.0,,0.0,439.29,,,19.207078,-88.045958,139-899,Maine,Connieport,2G,Airtel,-109.0,3.86,USD,2025-01-03 05:25:08,
302301.0,f2ab1296-ab53-475e-87d1-ad2d8ef16f42,8930942380424984433,370007781137564,726041936843948,sms,postpaid,outgoing,False,234912916394,234821195231,+234,2025-02-10 01:42:03,2025-02-10 02:37:46,0.0,Live leader occur possible. Professor budget local commercial shake likely finish. Right before more mention charge general miss ago. Suddenly game seat low.,2.0,0.0,,CT-9150,59.996603,75.618298,902-840,Louisiana,Samuelside,2G,Airtel,-112.0,4.2,USD,2025-02-10 01:42:03,2025-02-10 02:37:46
580895.0,fd30779e-f0ed-4e47-be87-59f6b633bce8,8930512630224150898,669045675399618,085407258259742,sms,prepaid,incoming,True,234854716544,234906378562,+234,2025-02-07 19:50:43,2025-02-07 20:16:30,0.0,Window during major build car newspaper can. Senior born live team. Task appear every require.,89.0,0.0,0.0,CT-4203,64.675978,-62.625356,680-649,Alabama,North Shannon,5G,9mobile,-115.0,6.91,NGN,2025-02-07 19:50:43,2025-02-07 20:16:30
609490.0,e70c640e-cf1b-460d-bbe6-74742e7c6982,8930402930666508799,085043494215783,068865563797377,voice,prepaid,incoming,False,234925499507,234440438354,+234,2025-01-01 20:21:50,2025-01-01 21:05:17,2607.0,,0.0,0.0,0.0,CT-7068,-79.2493745,-7.383466,280-692,New York,Lake Cindyshire,5G,MTN,-61.0,9.58,USD,2025-01-01 20:21:50,2025-01-01 21:05:17
219326.0,28a81bd2-0294-4f3e-96e1-c5c99f4f32b5,8930848195528884086,284969699464748,343954517580926,voice,prepaid,incoming,False,234777399142,234765137922,+234,2025-03-02 16:00:43,2025-03-02 16:21:37,1254.0,,0.0,0.0,0.0,CT-8511,-60.3063145,157.716012,438-772,Vermont,Michaelside,3G,Glo,-99.0,3.9,NGN,2025-03-02 16:00:43,2025-03-02 16:21:37
159833.0,1849905c-0653-45cc-8c3c-d36ccae24b41,8930397758409796057,449534371946522,872454975651560,sms,prepaid,outgoing,True,234243775051,234619554513,+234,2025-04-12 18:09:18,2025-04-12 18:44:47,0.0,Read even history threat. Cause compare green still draw. Run wonder past bank available system accept.,123.0,0.0,0.0,CT-5238,-21.021589,34.675246,914-834,Florida,North Natalie,3G,MTN,-65.0,9.85,USD,2025-04-12 18:09:18,2025-04-12 18:44:47
169639.0,c20be13f-dba6-4c88-ab87-de0f7dd6304f,8930337527885350343,677448748973352,237017486899796,voice,postpaid,outgoing,False,234384367852,234887064341,+234,2025-03-20 14:21:46,2025-03-20 15:04:53,2587.0,,0.0,0.0,0.0,CT-5211,-53.1599645,-102.457598,795-848,North Carolina,East James,3G,Airtel,-57.0,7.47,USD,2025-03-20 14:21:46,2025-03-20 15:04:53
678139.0,a5698ccd-7877-458b-a643-a9f8f65fa840,8930913932356250363,941137172221871,614345226432405,data,prepaid,incoming,False,234072699726,234156180208,+234,2025-03-22 21:44:58,2025-03-22 21:46:37,0.0,,0.0,307.5,2560.0,CT-1721,73.365189,103.837105,076-254,Florida,East Bettyview,4G,Glo,-101.0,9.59,USD,2025-03-22 21:44:58,2025-03-22 21:46:37
343474.0,4309b95f-4de0-4bf7-84da-b872279c57fb,8930076147839511411,688410601587998,056214577872213,voice,prepaid,outgoing,True,234664532347,234863045420,+234,2025-04-03 00:46:00,2025-04-03 01:43:17,3437.0,,0.0,0.0,0.0,CT-1674,-35.663237,-23.367074,287-457,Kansas,Port Tamara,5G,9mobile,-81.0,6.94,USD,2025-04-03 00:46:00,2025-04-03 01:43:17
640226.0,3e3bce4b-c605-44d6-8cd3-abeab30682ed,8930673991481196074,990960005633148,618805010620246,sms,prepaid,outgoing,True,234530757263,234503079821,+234,2025-04-03 22:09:39,2025-04-03 22:10:09,0.0,Between far recent hard tell in away. Newspaper remain image watch. One great onto along social.,13.0,0.0,0.0,CT-9761,24.690470,-68.607148,499-771,Pennsylvania,Philipton,3G,Glo,-70.0,6.68,USD,2025-04-03 22:09:39,2025-04-03 22:10:09
893569.0,27e334ea-3acd-4e04-8394-f8450eaebceb,8930967480264703636,847016598544944,717681330214426,voice,prepaid,outgoing,True,234189143880,234504343232,+234,2025-03-02 13:57:29,2025-03-02 14:02:34,305.0,,0.0,0.0,0.0,CT-6364,-53.0982575,93.172241,189-264,Alaska,North Stephanie,3G,9mobile,-120.0,9.69,USD,2025-03-02 13:57:29,2025-03-02 14:02:34
781004.0,86bd864d-3aa4-4b1f-b8fc-59ec241ff741,8930593184811364735,782332411575161,044018262745451,data,postpaid,outgoing,True,234472169903,234901605189,+234,,2025-01-23 18:59:19,0.0,,,54.15,269.0,CT-8246,79.2335225,-13.131337,712-350,,Zacharyberg,4G,Airtel,-113.0,4.26,USD,2025-01-23 18:33:17,2025-01-23 18:59:19
32233.0,f4522252-3d87-4ee9-8878-84e952a66762,8930283758267130999,387631671266129,034776108159789,data,prepaid,incoming,True,234576425616,234231244060,+234,2025-03-22 23:50:31,2025-03-23 00:44:14,,,0.0,358.08,1185.0,CT-1864,-18.207119,-109.067615,825-700,Illinois,East Joshua,2G,MTN,-90.0,,USD,2025-03-22 23:50:31,2025-03-23 00:44:14
293854.0,70f1e984-9cb8-4311-a786-471e9a7686c6,8930303240068108356,739068468364169,749185211754850,data,,outgoing,False,234557053190,234987758501,+234,2025-02-04 08:44:51,,0.0,,0.0,153.23,170.0,CT-0677,34.8181225,-32.621424,,North Dakota,Fryport,2G,MTN,-105.0,,NGN,2025-02-04 08:44:51,
934777.0,67a705b7-ed69-4903-bacc-f74998d2fd10,8930529400390260382,614118163959128,356055492997358,sms,prepaid,incoming,False,234189146642,234458089614,+234,2025-03-13 03:58:36,2025-03-13 04:20:11,0.0,History area new north participant key. Onto manager great join network state. Sing professor need study wall author benefit she.,95.0,0.0,0.0,CT-5609,40.6121175,114.491230,952-132,New Mexico,West Denise,2G,9mobile,-117.0,6.12,NGN,2025-03-13 03:58:36,2025-03-13 04:20:11
670371.0,eab624cf-a271-4b84-aa31-27a7c9d29fe6,8930161172459844806,615992965205810,094085507167744,voice,prepaid,incoming,False,234229548519,234507267524,+234,2025-02-04 15:36:43,2025-02-04 16:09:59,1996.0,,0.0,0.0,0.0,CT-1608,57.088578,154.582638,794-330,Indiana,Meadowsshire,5G,9mobile,-94.0,3.32,USD,2025-02-04 15:36:43,2025-02-04 16:09:59
607294.0,a0307e22-99e5-4d97-b877-33a5a3cde353,8930768296058125279,570662407559597,864280222846678,data,prepaid,outgoing,False,234804061160,234967240408,+234,2025-01-03 02:16:17,2025-01-03 02:38:03,0.0,,0.0,146.58,1308.0,CT-2448,18.1099915,175.440564,422-668,Louisiana,Wongfort,2G,9mobile,,5.29,NGN,2025-01-03 02:16:17,2025-01-03 02:38:03
966616.0,cc779795-6d92-46f0-81d8-c4ca53416c08,8930171943355681487,152125753635184,850391971307834,sms,postpaid,outgoing,True,234955541854,234168882896,+234,2025-02-17 15:57:13,2025-02-17 16:13:28,0.0,Dog grow professor because at. Current main treatment too so. Movie stage question role watch idea.,109.0,0.0,0.0,CT-8433,44.9239785,81.424986,618-779,Ohio,Dennisberg,4G,9mobile,-103.0,5.17,USD,2025-02-17 15:57:13,2025-02-17 16:13:28
54005.0,0eaad2d0-fc50-4ae1-b80a-1d2c414f92c2,8930967980757813434,423791672871109,282333824375862,voice,postpaid,outgoing,False,234035475013,234379319247,+234,2025-01-04 01:19:48,2025-01-04 01:46:20,1592.0,,0.0,0.0,0.0,CT-6772,86.468481,-72.650219,779-739,Arkansas,Mistyfort,4G,Airtel,-107.0,2.69,USD,2025-01-04 01:19:48,2025-01-04 01:46:20
810184.0,5786b0b7-d1b4-472d-bced-a48e1033dc49,8930051787796223552,210029929697748,006309237578785,voice,postpaid,incoming,False,234590275300,234063901109,+234,2025-03-05 10:36:09,2025-03-05 11:10:01,2032.0,,0.0,0.0,0.0,CT-8869,-13.376243,-4.932805,754-841,Arkansas,Lake Susan,4G,Glo,-74.0,0.43,USD,2025-03-05 10:36:09,2025-03-05 11:10:01
604707.0,016cb3df-eccb-4e27-bd51-38d7c2efe8db,8930974150988410366,678035446054815,,sms,postpaid,incoming,True,234020269122,,+234,2025-03-18 14:04:36,2025-03-18 14:30:02,0.0,Feel heavy front idea. Different technology learn response serious fish.,116.0,,0.0,,-88.0763395,1.151539,695-561,Hawaii,Lake Geraldport,,9mobile,-75.0,0.46,,2025-03-18 14:04:36,2025-03-18 14:30:02
433408.0,9a92ba70-caa6-4c37-b2f8-36aad07d7ff1,8930986157673765490,184113599678388,627420268039385,data,postpaid,outgoing,True,234306110551,234469392690,+234,2025-01-19 20:21:42,2025-01-19 21:09:30,0.0,,0.0,257.01,2193.0,CT-0912,-66.187217,37.005708,836-046,Ohio,East Debra,3G,Glo,-78.0,0.69,NGN,2025-01-19 20:21:42,2025-01-19 21:09:30
706525.0,29b593c5-b5c7-4ae9-a8eb-90b3fb5d29cb,8930640232321501718,428022750973205,273746129170718,voice,postpaid,outgoing,,234426891161,234214238468,+234,2025-01-10 19:14:33,2025-01-10 19:49:29,2096.0,,0.0,0.0,0.0,CT-0552,9.355736,-164.858936,257-001,Kansas,Taylorhaven,5G,Airtel,,8.39,USD,2025-01-10 19:14:33,2025-01-10 19:49:29
